"age","education","jobclass","wage"
57,"5. Advanced Degree","2. Information",176.989650489877
25,"1. < HS Grad","1. Industrial",66.2294082943902
33,"2. HS Grad","2. Information",116.265324062503
57,"5. Advanced Degree","2. Information",200.543262324662
71,"3. Some College","1. Industrial",101.82435207568
43,"4. College Grad","1. Industrial",272.294783220064
23,"3. Some College","1. Industrial",35.0334213214995
30,"5. Advanced Degree","2. Information",114.475713290347
22,"2. HS Grad","2. Information",81.2832532842527
59,"5. Advanced Degree","2. Information",200.543262324662
28,"4. College Grad","2. Information",148.413159102577
61,"2. HS Grad","1. Industrial",99.6894636984864
34,"2. HS Grad","2. Information",111.720849360989
43,"4. College Grad","1. Industrial",152.838800991182
54,"3. Some College","1. Industrial",117.146816914805
69,"2. HS Grad","1. Industrial",77.7376033039781
41,"3. Some College","1. Industrial",87.9810327856054
48,"5. Advanced Degree","2. Information",125.525498433836
49,"3. Some College","2. Information",123.336103962059
42,"2. HS Grad","1. Industrial",158.294621427791
37,"4. College Grad","2. Information",200.543262324662
55,"2. HS Grad","1. Industrial",99.6894636984864
21,"2. HS Grad","1. Industrial",70.4760196469445
58,"2. HS Grad","2. Information",94.0727147457005
31,"2. HS Grad","1. Industrial",81.2832532842527
25,"2. HS Grad","1. Industrial",81.2832532842527
32,"3. Some College","2. Information",100.764272842107
40,"1. < HS Grad","2. Information",94.0727147457005
44,"5. Advanced Degree","2. Information",99.6894636984864
60,"4. College Grad","1. Industrial",268.266292012557
23,"1. < HS Grad","1. Industrial",81.2832532842527
63,"2. HS Grad","2. Information",113.567089569751
44,"1. < HS Grad","1. Industrial",87.9810327856054
47,"5. Advanced Degree","2. Information",128.680488220624
61,"3. Some College","1. Industrial",106.723977625299
55,"5. Advanced Degree","2. Information",66.0446942318056
24,"1. < HS Grad","1. Industrial",51.521956314716
42,"2. HS Grad","1. Industrial",85.3839403789827
25,"2. HS Grad","2. Information",76.8936025176112
34,"2. HS Grad","1. Industrial",90.4819133566401
53,"1. < HS Grad","2. Information",68.0764282889521
53,"4. College Grad","2. Information",130.982177377461
70,"5. Advanced Degree","2. Information",127.901232979118
47,"4. College Grad","2. Information",131.224593755096
46,"2. HS Grad","1. Industrial",99.6894636984864
33,"1. < HS Grad","1. Industrial",76.8936025176112
34,"5. Advanced Degree","2. Information",107.903923866876
22,"2. HS Grad","1. Industrial",81.2832532842527
74,"2. HS Grad","1. Industrial",99.6894636984864
40,"3. Some College","2. Information",98.5993438603892
45,"4. College Grad","2. Information",200.543262324662
43,"4. College Grad","2. Information",156.503510882633
33,"4. College Grad","2. Information",144.944364980516
62,"4. College Grad","2. Information",118.884359339886
37,"4. College Grad","2. Information",121.430313822622
54,"2. HS Grad","2. Information",111.720849360989
34,"3. Some College","1. Industrial",68.7480877337669
50,"4. College Grad","2. Information",114.475713290347
46,"3. Some College","1. Industrial",95.2307125669819
41,"1. < HS Grad","1. Industrial",87.9810327856054
63,"3. Some College","1. Industrial",64.2743972206327
38,"3. Some College","1. Industrial",128.680488220624
35,"3. Some College","1. Industrial",114.475713290347
29,"4. College Grad","2. Information",112.6488963421
66,"1. < HS Grad","1. Industrial",81.2832532842527
37,"2. HS Grad","2. Information",75.8954848228103
39,"2. HS Grad","2. Information",112.136922992214
42,"2. HS Grad","1. Industrial",85.3839403789827
51,"2. HS Grad","1. Industrial",94.0727147457005
55,"5. Advanced Degree","1. Industrial",114.475713290347
51,"5. Advanced Degree","1. Industrial",176.989650489877
38,"5. Advanced Degree","1. Industrial",276.778413321176
49,"2. HS Grad","2. Information",101.82435207568
42,"2. HS Grad","2. Information",91.6992261117042
43,"1. < HS Grad","2. Information",86.6951548289402
38,"4. College Grad","2. Information",162.946460744664
59,"2. HS Grad","1. Industrial",139.213788138664
57,"3. Some College","1. Industrial",95.2307125669819
25,"2. HS Grad","1. Industrial",66.9616443217359
49,"4. College Grad","1. Industrial",131.194323611687
41,"1. < HS Grad","1. Industrial",90.4819133566401
38,"2. HS Grad","1. Industrial",114.475713290347
61,"5. Advanced Degree","1. Industrial",79.1280844956297
49,"2. HS Grad","1. Industrial",104.591737924918
52,"5. Advanced Degree","2. Information",132.487821126123
43,"5. Advanced Degree","2. Information",141.77517233318
60,"4. College Grad","2. Information",123.089699847943
46,"5. Advanced Degree","2. Information",134.705375118879
21,"2. HS Grad","2. Information",55.7673905084923
61,"4. College Grad","1. Industrial",106.921814091211
32,"5. Advanced Degree","2. Information",118.884359339886
58,"2. HS Grad","2. Information",87.9810327856054
35,"2. HS Grad","2. Information",88.9296066367913
26,"2. HS Grad","2. Information",81.2832532842527
32,"2. HS Grad","1. Industrial",94.0727147457005
37,"2. HS Grad","2. Information",106.921814091211
22,"2. HS Grad","1. Industrial",59.0970640815891
51,"2. HS Grad","1. Industrial",65.1108537153447
44,"5. Advanced Degree","2. Information",120.589436530402
35,"5. Advanced Degree","1. Industrial",157.700527725737
60,"2. HS Grad","2. Information",129.453644576625
40,"4. College Grad","2. Information",176.989650489877
35,"1. < HS Grad","2. Information",59.0970640815891
35,"5. Advanced Degree","2. Information",94.0727147457005
47,"2. HS Grad","1. Industrial",134.705375118879
43,"4. College Grad","2. Information",81.2832532842527
33,"1. < HS Grad","1. Industrial",81.2832532842527
60,"5. Advanced Degree","1. Industrial",153.457515308961
38,"5. Advanced Degree","1. Industrial",136.876367635184
53,"2. HS Grad","2. Information",75.0431540173515
55,"3. Some College","2. Information",130.220832358777
57,"2. HS Grad","2. Information",104.921506533664
64,"4. College Grad","2. Information",49.5553381215226
43,"2. HS Grad","1. Industrial",123.908567597957
35,"3. Some College","2. Information",123.089699847943
54,"2. HS Grad","2. Information",78.155161407934
45,"2. HS Grad","2. Information",73.7757432746946
58,"4. College Grad","2. Information",138.299126920883
48,"4. College Grad","2. Information",127.115743812184
46,"1. < HS Grad","1. Industrial",68.7480877337669
46,"2. HS Grad","1. Industrial",84.39111474778
55,"1. < HS Grad","1. Industrial",85.3839403789827
51,"3. Some College","1. Industrial",128.680488220624
49,"3. Some College","1. Industrial",70.4760196469445
34,"3. Some College","1. Industrial",76.8936025176112
53,"3. Some College","1. Industrial",148.413159102577
40,"3. Some College","1. Industrial",148.413159102577
50,"3. Some College","1. Industrial",175.960883130401
37,"1. < HS Grad","2. Information",98.5993438603892
39,"3. Some College","1. Industrial",145.143601176911
52,"4. College Grad","1. Industrial",99.6894636984864
50,"2. HS Grad","2. Information",141.08887439127
48,"4. College Grad","1. Industrial",123.089699847943
47,"2. HS Grad","1. Industrial",129.453644576625
27,"4. College Grad","1. Industrial",111.720849360989
39,"2. HS Grad","1. Industrial",103.90247060316
44,"2. HS Grad","2. Information",118.884359339886
37,"3. Some College","1. Industrial",151.591484239814
52,"2. HS Grad","1. Industrial",101.82435207568
26,"3. Some College","1. Industrial",99.6894636984864
39,"5. Advanced Degree","1. Industrial",99.6894636984864
25,"2. HS Grad","1. Industrial",99.6894636984864
31,"4. College Grad","2. Information",94.0727147457005
58,"3. Some College","1. Industrial",152.216806827106
30,"4. College Grad","2. Information",104.921506533664
27,"1. < HS Grad","1. Industrial",65.1108537153447
40,"2. HS Grad","1. Industrial",95.2307125669819
55,"5. Advanced Degree","1. Industrial",173.879493310012
35,"5. Advanced Degree","2. Information",193.411070530969
48,"2. HS Grad","1. Industrial",114.475713290347
29,"4. College Grad","1. Industrial",160.642475408263
25,"3. Some College","1. Industrial",89.4924795180001
40,"3. Some College","1. Industrial",120.589436530402
27,"1. < HS Grad","2. Information",73.7757432746946
44,"2. HS Grad","2. Information",127.115743812184
49,"3. Some College","2. Information",118.884359339886
22,"3. Some College","1. Industrial",34.6074177301288
45,"3. Some College","1. Industrial",114.475713290347
33,"3. Some College","1. Industrial",85.3839403789827
63,"5. Advanced Degree","2. Information",318.342430056529
49,"4. College Grad","1. Industrial",141.77517233318
39,"5. Advanced Degree","2. Information",130.982177377461
25,"1. < HS Grad","1. Industrial",73.7757432746946
29,"5. Advanced Degree","2. Information",130.982177377461
37,"2. HS Grad","1. Industrial",75.0431540173515
35,"5. Advanced Degree","2. Information",154.990260276812
46,"2. HS Grad","1. Industrial",104.921506533664
58,"4. College Grad","1. Industrial",73.118306923864
39,"5. Advanced Degree","1. Industrial",123.089699847943
41,"4. College Grad","2. Information",157.700527725737
29,"4. College Grad","2. Information",81.2832532842527
37,"4. College Grad","2. Information",107.256062128429
62,"2. HS Grad","2. Information",78.9816745162994
27,"2. HS Grad","1. Industrial",73.7757432746946
37,"2. HS Grad","1. Industrial",94.0727147457005
56,"4. College Grad","2. Information",99.6894636984864
36,"3. Some College","2. Information",176.989650489877
23,"2. HS Grad","2. Information",73.7757432746946
46,"3. Some College","2. Information",99.6894636984864
26,"3. Some College","1. Industrial",94.0727147457005
43,"1. < HS Grad","2. Information",95.2307125669819
36,"2. HS Grad","2. Information",127.115743812184
54,"3. Some College","2. Information",99.6894636984864
62,"2. HS Grad","1. Industrial",95.6888119067371
40,"2. HS Grad","1. Industrial",109.833985642199
53,"3. Some College","1. Industrial",118.884359339886
48,"5. Advanced Degree","2. Information",176.989650489877
23,"4. College Grad","1. Industrial",61.1875264339915
34,"2. HS Grad","1. Industrial",81.2832532842527
43,"4. College Grad","2. Information",256.400649562425
55,"2. HS Grad","2. Information",81.2832532842527
59,"2. HS Grad","2. Information",81.2832532842527
60,"2. HS Grad","2. Information",55.7673905084923
49,"2. HS Grad","1. Industrial",75.3556793180091
45,"3. Some College","1. Industrial",130.982177377461
31,"2. HS Grad","1. Industrial",43.7351116779821
34,"4. College Grad","2. Information",114.475713290347
26,"5. Advanced Degree","2. Information",114.475713290347
22,"2. HS Grad","1. Industrial",81.2832532842527
40,"2. HS Grad","2. Information",68.5721657022738
41,"3. Some College","2. Information",109.833985642199
36,"3. Some College","1. Industrial",97.4932940453934
38,"1. < HS Grad","1. Industrial",62.3983547205685
48,"2. HS Grad","1. Industrial",97.4932940453934
47,"3. Some College","2. Information",134.705375118879
47,"1. < HS Grad","1. Industrial",61.1875264339915
35,"4. College Grad","2. Information",118.884359339886
49,"2. HS Grad","2. Information",65.1108537153447
40,"3. Some College","2. Information",109.833985642199
32,"4. College Grad","1. Industrial",104.921506533664
57,"4. College Grad","1. Industrial",73.7757432746946
56,"4. College Grad","1. Industrial",141.77517233318
73,"1. < HS Grad","1. Industrial",90.4819133566401
29,"2. HS Grad","1. Industrial",73.7757432746946
49,"5. Advanced Degree","1. Industrial",134.705375118879
30,"2. HS Grad","1. Industrial",109.833985642199
29,"2. HS Grad","1. Industrial",91.6992261117042
36,"3. Some College","2. Information",95.2307125669819
39,"5. Advanced Degree","2. Information",156.503510882633
48,"4. College Grad","2. Information",104.921506533664
45,"4. College Grad","1. Industrial",99.6894636984864
50,"4. College Grad","1. Industrial",54.5981500331442
42,"4. College Grad","2. Information",32.3664131748549
58,"3. Some College","1. Industrial",118.884359339886
48,"2. HS Grad","1. Industrial",109.833985642199
48,"4. College Grad","1. Industrial",109.833985642199
45,"3. Some College","2. Information",118.884359339886
41,"3. Some College","1. Industrial",110.782650276254
27,"2. HS Grad","1. Industrial",93.5572673479306
44,"2. HS Grad","2. Information",109.833985642199
32,"4. College Grad","2. Information",118.884359339886
46,"1. < HS Grad","2. Information",118.884359339886
52,"2. HS Grad","2. Information",52.1561711699147
22,"3. Some College","1. Industrial",43.7351116779821
53,"2. HS Grad","1. Industrial",117.146816914805
34,"5. Advanced Degree","1. Industrial",118.884359339886
38,"2. HS Grad","1. Industrial",148.413159102577
42,"1. < HS Grad","2. Information",101.82435207568
25,"3. Some College","2. Information",94.0727147457005
29,"3. Some College","1. Industrial",86.6951548289402
28,"5. Advanced Degree","2. Information",141.77517233318
46,"4. College Grad","1. Industrial",66.9616443217359
55,"5. Advanced Degree","2. Information",118.884359339886
56,"2. HS Grad","1. Industrial",105.767639622758
41,"2. HS Grad","2. Information",118.884359339886
61,"5. Advanced Degree","2. Information",176.989650489877
47,"2. HS Grad","2. Information",65.1108537153447
52,"3. Some College","1. Industrial",85.3839403789827
27,"2. HS Grad","1. Industrial",72.1504556815713
33,"3. Some College","2. Information",89.2428846644714
58,"2. HS Grad","2. Information",65.1108537153447
27,"4. College Grad","1. Industrial",145.805163374625
52,"2. HS Grad","1. Industrial",87.9810327856054
45,"5. Advanced Degree","1. Industrial",41.0998036301194
22,"2. HS Grad","2. Information",68.3956538035455
25,"3. Some College","1. Industrial",81.2832532842527
25,"2. HS Grad","1. Industrial",73.7757432746946
41,"1. < HS Grad","1. Industrial",130.982177377461
54,"4. College Grad","1. Industrial",148.413159102577
23,"2. HS Grad","1. Industrial",81.226746312023
36,"5. Advanced Degree","1. Industrial",63.1888610037461
31,"3. Some College","1. Industrial",94.0727147457005
52,"2. HS Grad","2. Information",92.6581301668597
46,"2. HS Grad","2. Information",76.8936025176112
45,"2. HS Grad","1. Industrial",118.884359339886
40,"2. HS Grad","1. Industrial",79.8549003093467
33,"4. College Grad","2. Information",86.6951548289402
42,"4. College Grad","2. Information",133.971500070695
41,"4. College Grad","2. Information",125.525498433836
25,"2. HS Grad","1. Industrial",92.8958447894966
24,"2. HS Grad","1. Industrial",72.1504556815713
24,"3. Some College","1. Industrial",118.884359339886
51,"2. HS Grad","2. Information",70.4760196469445
41,"2. HS Grad","1. Industrial",127.115743812184
42,"4. College Grad","2. Information",114.475713290347
30,"4. College Grad","1. Industrial",87.9810327856054
55,"1. < HS Grad","1. Industrial",54.5981500331442
23,"2. HS Grad","1. Industrial",84.0459576539924
60,"4. College Grad","2. Information",85.3839403789827
40,"5. Advanced Degree","2. Information",141.77517233318
41,"2. HS Grad","2. Information",110.782650276254
80,"2. HS Grad","2. Information",79.8549003093467
53,"2. HS Grad","2. Information",97.4932940453934
40,"2. HS Grad","1. Industrial",171.765132627508
35,"3. Some College","1. Industrial",137.481247831663
55,"1. < HS Grad","1. Industrial",75.3556793180091
24,"2. HS Grad","2. Information",73.7757432746946
39,"4. College Grad","2. Information",148.413159102577
30,"5. Advanced Degree","1. Industrial",95.2307125669819
68,"2. HS Grad","1. Industrial",87.9810327856054
54,"2. HS Grad","2. Information",109.833985642199
27,"4. College Grad","1. Industrial",81.2832532842527
34,"2. HS Grad","1. Industrial",118.884359339886
53,"5. Advanced Degree","2. Information",127.115743812184
48,"5. Advanced Degree","2. Information",85.3839403789827
59,"2. HS Grad","1. Industrial",81.2832532842527
30,"3. Some College","1. Industrial",118.884359339886
45,"5. Advanced Degree","2. Information",163.515863976238
39,"4. College Grad","2. Information",104.921506533664
45,"4. College Grad","1. Industrial",99.6894636984864
43,"5. Advanced Degree","2. Information",281.745970551857
30,"5. Advanced Degree","2. Information",138.299126920883
57,"4. College Grad","2. Information",176.989650489877
53,"4. College Grad","2. Information",136.876367635184
42,"4. College Grad","2. Information",186.876677628007
23,"2. HS Grad","1. Industrial",90.4819133566401
58,"2. HS Grad","1. Industrial",85.3839403789827
43,"1. < HS Grad","1. Industrial",145.143601176911
33,"5. Advanced Degree","2. Information",120.589436530402
56,"4. College Grad","2. Information",101.82435207568
37,"4. College Grad","1. Industrial",108.874525834712
41,"5. Advanced Degree","1. Industrial",38.6059145209601
33,"3. Some College","2. Information",92.8958447894966
50,"5. Advanced Degree","2. Information",126.323880709786
43,"5. Advanced Degree","2. Information",191.573683548412
53,"4. College Grad","1. Industrial",155.900506146767
37,"3. Some College","2. Information",87.9810327856054
20,"3. Some College","2. Information",59.0970640815891
26,"3. Some College","1. Industrial",73.7757432746946
29,"4. College Grad","2. Information",90.4819133566401
57,"4. College Grad","2. Information",118.884359339886
47,"3. Some College","2. Information",151.591484239814
54,"5. Advanced Degree","1. Industrial",272.294783220064
38,"1. < HS Grad","1. Industrial",97.4932940453934
23,"3. Some College","1. Industrial",68.111994065327
31,"2. HS Grad","2. Information",127.115743812184
43,"4. College Grad","2. Information",272.294783220064
33,"5. Advanced Degree","2. Information",111.720849360989
48,"2. HS Grad","1. Industrial",127.115743812184
33,"2. HS Grad","1. Industrial",87.9810327856054
52,"4. College Grad","2. Information",114.475713290347
30,"3. Some College","2. Information",69.7915308454408
44,"2. HS Grad","1. Industrial",94.0727147457005
38,"2. HS Grad","2. Information",127.273347006486
51,"2. HS Grad","1. Industrial",160.642475408263
47,"3. Some College","1. Industrial",171.765132627508
28,"4. College Grad","2. Information",141.77517233318
52,"3. Some College","2. Information",115.375038556391
23,"1. < HS Grad","1. Industrial",72.1504556815713
65,"1. < HS Grad","1. Industrial",73.7757432746946
27,"4. College Grad","1. Industrial",127.115743812184
33,"1. < HS Grad","2. Information",20.9343779401018
49,"2. HS Grad","1. Industrial",79.8549003093467
27,"3. Some College","1. Industrial",102.870246933215
48,"2. HS Grad","1. Industrial",115.375038556391
38,"3. Some College","1. Industrial",97.4932940453934
58,"3. Some College","1. Industrial",104.921506533664
40,"5. Advanced Degree","1. Industrial",115.375038556391
46,"2. HS Grad","1. Industrial",93.4866920429597
53,"3. Some College","2. Information",123.089699847943
25,"5. Advanced Degree","2. Information",118.884359339886
42,"3. Some College","2. Information",96.3706528322308
40,"2. HS Grad","1. Industrial",84.0459576539924
35,"2. HS Grad","2. Information",127.115743812184
50,"2. HS Grad","2. Information",95.2307125669819
34,"3. Some College","1. Industrial",81.2832532842527
48,"2. HS Grad","2. Information",102.870246933215
49,"5. Advanced Degree","2. Information",111.720849360989
41,"4. College Grad","2. Information",94.0727147457005
37,"4. College Grad","2. Information",127.115743812184
58,"3. Some College","2. Information",104.921506533664
28,"2. HS Grad","1. Industrial",68.111994065327
33,"2. HS Grad","1. Industrial",128.680488220624
50,"3. Some College","1. Industrial",143.92735936583
38,"2. HS Grad","2. Information",103.90247060316
48,"2. HS Grad","1. Industrial",91.6992261117042
30,"3. Some College","1. Industrial",95.2307125669819
49,"5. Advanced Degree","2. Information",138.299126920883
44,"4. College Grad","2. Information",118.55677641507
50,"2. HS Grad","1. Industrial",94.0727147457005
58,"4. College Grad","2. Information",114.475713290347
45,"4. College Grad","2. Information",150.01328628271
44,"3. Some College","2. Information",97.4932940453934
35,"4. College Grad","2. Information",90.4819133566401
59,"2. HS Grad","2. Information",81.2832532842527
45,"2. HS Grad","2. Information",130.982177377461
51,"4. College Grad","1. Industrial",150.962783462143
61,"3. Some College","2. Information",130.982177377461
45,"2. HS Grad","1. Industrial",145.143601176911
34,"4. College Grad","1. Industrial",90.4819133566401
33,"4. College Grad","2. Information",113.567089569751
45,"2. HS Grad","2. Information",87.9810327856054
50,"5. Advanced Degree","2. Information",157.700527725737
50,"2. HS Grad","2. Information",109.833985642199
39,"3. Some College","2. Information",84.0459576539924
26,"4. College Grad","2. Information",160.643638171791
49,"2. HS Grad","1. Industrial",47.9055670370271
20,"2. HS Grad","1. Industrial",59.0970640815891
31,"4. College Grad","1. Industrial",81.2832532842527
49,"2. HS Grad","2. Information",87.9810327856054
56,"2. HS Grad","1. Industrial",87.9810327856054
61,"4. College Grad","2. Information",143.808556824369
56,"2. HS Grad","2. Information",110.782650276254
51,"4. College Grad","2. Information",118.884359339886
42,"1. < HS Grad","1. Industrial",120.589436530402
45,"4. College Grad","1. Industrial",272.294783220064
30,"5. Advanced Degree","2. Information",105.375892660271
48,"4. College Grad","2. Information",69.0108766220885
33,"5. Advanced Degree","1. Industrial",87.9810327856054
50,"3. Some College","2. Information",89.2428846644714
31,"5. Advanced Degree","2. Information",171.765132627508
48,"4. College Grad","1. Industrial",133.232350826567
35,"5. Advanced Degree","2. Information",200.543262324662
47,"3. Some College","1. Industrial",92.8958447894966
45,"4. College Grad","1. Industrial",148.413159102577
52,"2. HS Grad","1. Industrial",119.742556289908
46,"2. HS Grad","1. Industrial",82.6796372966372
47,"4. College Grad","2. Information",105.927810775063
49,"2. HS Grad","1. Industrial",267.901086855275
36,"1. < HS Grad","1. Industrial",104.921506533664
51,"4. College Grad","1. Industrial",127.115743812184
46,"2. HS Grad","1. Industrial",157.700527725737
37,"4. College Grad","2. Information",148.413159102577
23,"3. Some College","1. Industrial",65.1108537153447
43,"4. College Grad","1. Industrial",104.921506533664
34,"4. College Grad","2. Information",78.3924668009837
58,"2. HS Grad","1. Industrial",139.213788138664
44,"4. College Grad","2. Information",112.6488963421
61,"4. College Grad","2. Information",79.8549003093467
40,"1. < HS Grad","1. Industrial",65.1108537153447
37,"3. Some College","2. Information",111.720849360989
33,"2. HS Grad","2. Information",104.921506533664
38,"3. Some College","2. Information",176.989650489877
41,"2. HS Grad","2. Information",99.6894636984864
30,"2. HS Grad","1. Industrial",104.921506533664
51,"1. < HS Grad","1. Industrial",70.8150386167557
39,"3. Some College","1. Industrial",94.0727147457005
56,"3. Some College","2. Information",127.115743812184
44,"2. HS Grad","1. Industrial",97.4932940453934
51,"5. Advanced Degree","2. Information",109.833985642199
35,"2. HS Grad","1. Industrial",75.1996281485946
27,"2. HS Grad","1. Industrial",65.1108537153447
47,"3. Some College","1. Industrial",146.462838515063
51,"3. Some College","2. Information",81.2832532842527
41,"2. HS Grad","1. Industrial",127.115743812184
63,"1. < HS Grad","1. Industrial",73.7757432746946
61,"2. HS Grad","2. Information",65.1108537153447
46,"2. HS Grad","1. Industrial",99.6894636984864
33,"3. Some College","1. Industrial",79.8549003093467
35,"1. < HS Grad","2. Information",73.7757432746946
28,"5. Advanced Degree","2. Information",87.9810327856054
50,"3. Some College","1. Industrial",118.884359339886
41,"5. Advanced Degree","2. Information",284.524740902214
23,"4. College Grad","1. Industrial",118.884359339886
45,"3. Some College","2. Information",106.921814091211
63,"5. Advanced Degree","1. Industrial",100.013486924706
59,"3. Some College","2. Information",108.874525834712
30,"4. College Grad","2. Information",114.475713290347
30,"5. Advanced Degree","2. Information",115.375038556391
45,"2. HS Grad","1. Industrial",130.982177377461
42,"2. HS Grad","1. Industrial",79.8549003093467
57,"1. < HS Grad","1. Industrial",106.921814091211
52,"3. Some College","1. Industrial",22.9624006796429
54,"3. Some College","2. Information",115.182455126581
30,"3. Some College","2. Information",103.90247060316
47,"4. College Grad","1. Industrial",184.469464222499
38,"3. Some College","2. Information",314.32933644529
47,"3. Some College","2. Information",99.6894636984864
39,"4. College Grad","1. Industrial",128.680488220624
50,"2. HS Grad","1. Industrial",87.9810327856054
47,"2. HS Grad","1. Industrial",54.5981500331442
45,"2. HS Grad","1. Industrial",99.6894636984864
44,"1. < HS Grad","2. Information",118.884359339886
52,"2. HS Grad","1. Industrial",92.1611220323496
42,"4. College Grad","1. Industrial",127.115743812184
18,"1. < HS Grad","1. Industrial",41.7049904993395
56,"4. College Grad","2. Information",109.833985642199
50,"5. Advanced Degree","2. Information",82.6796372966372
50,"5. Advanced Degree","2. Information",277.79948020565
53,"3. Some College","2. Information",99.6894636984864
38,"5. Advanced Degree","1. Industrial",176.989650489877
27,"1. < HS Grad","2. Information",84.0459576539924
56,"5. Advanced Degree","2. Information",163.515863976238
50,"5. Advanced Degree","2. Information",81.2832532842527
56,"4. College Grad","1. Industrial",130.982177377461
50,"1. < HS Grad","1. Industrial",127.115743812184
49,"2. HS Grad","2. Information",72.1504556815713
42,"3. Some College","1. Industrial",104.921506533664
50,"5. Advanced Degree","1. Industrial",186.876677628007
53,"4. College Grad","2. Information",176.989650489877
28,"2. HS Grad","1. Industrial",139.703071527658
45,"2. HS Grad","1. Industrial",73.7757432746946
24,"2. HS Grad","2. Information",66.2294082943902
25,"1. < HS Grad","1. Industrial",81.2832532842527
38,"4. College Grad","1. Industrial",104.921506533664
47,"4. College Grad","1. Industrial",109.833985642199
38,"4. College Grad","1. Industrial",154.68529299563
33,"3. Some College","2. Information",106.921814091211
39,"5. Advanced Degree","2. Information",277.79948020565
52,"2. HS Grad","1. Industrial",87.9810327856054
46,"2. HS Grad","1. Industrial",90.4819133566401
42,"2. HS Grad","2. Information",106.921814091211
61,"2. HS Grad","1. Industrial",56.9055391446732
32,"2. HS Grad","1. Industrial",81.2832532842527
42,"2. HS Grad","2. Information",107.903923866876
61,"5. Advanced Degree","2. Information",196.125272594255
27,"2. HS Grad","1. Industrial",91.6992261117042
45,"5. Advanced Degree","1. Industrial",200.543262324662
58,"4. College Grad","2. Information",32.3664131748549
25,"4. College Grad","1. Industrial",104.921506533664
34,"1. < HS Grad","1. Industrial",100.764272842107
44,"3. Some College","2. Information",85.3839403789827
40,"3. Some College","2. Information",82.6796372966372
51,"4. College Grad","1. Industrial",97.4932940453934
50,"5. Advanced Degree","2. Information",121.010826565755
64,"4. College Grad","2. Information",133.971500070695
54,"3. Some College","1. Industrial",148.413159102577
42,"4. College Grad","2. Information",104.921506533664
31,"2. HS Grad","1. Industrial",81.2832532842527
25,"4. College Grad","1. Industrial",90.4819133566401
32,"3. Some College","1. Industrial",106.921814091211
51,"1. < HS Grad","2. Information",114.475713290347
75,"1. < HS Grad","2. Information",53.3953468905727
28,"2. HS Grad","1. Industrial",87.9810327856054
28,"2. HS Grad","1. Industrial",66.2294082943902
32,"5. Advanced Degree","1. Industrial",96.3706528322308
53,"5. Advanced Degree","2. Information",272.403225755586
36,"3. Some College","1. Industrial",97.1582750436503
43,"5. Advanced Degree","2. Information",200.543262324662
51,"4. College Grad","1. Industrial",123.089699847943
35,"4. College Grad","2. Information",99.6894636984864
46,"2. HS Grad","1. Industrial",94.0727147457005
38,"4. College Grad","1. Industrial",81.2832532842527
43,"4. College Grad","2. Information",154.68529299563
39,"2. HS Grad","1. Industrial",109.833985642199
37,"3. Some College","1. Industrial",123.089699847943
59,"5. Advanced Degree","2. Information",73.7757432746946
33,"4. College Grad","1. Industrial",107.903923866876
