"age","education","jobclass","wage"
61.7536674067298,"1. < HS Grad","1. Industrial",137.669922549845
40.0853655588841,"1. < HS Grad","1. Industrial",134.366205044036
45.3049155625774,"2. HS Grad","1. Industrial",63.3936833142076
22.3792164449119,"2. HS Grad","1. Industrial",201.10209638646
49.244715219604,"1. < HS Grad","2. Information",159.741515570253
59.3337214402753,"2. HS Grad","1. Industrial",108.873706479827
63.59770794043,"3. Some College","2. Information",95.338219373208
43.7965414847504,"4. College Grad","1. Industrial",227.788370980273
36.7258198049473,"2. HS Grad","1. Industrial",41.1760899439027
59.2598600090316,"1. < HS Grad","1. Industrial",148.313435975655
56.6310040046507,"5. Advanced Degree","2. Information",151.326084002003
46.9917798387579,"4. College Grad","1. Industrial",70.5288989344607
36.8424723888904,"4. College Grad","2. Information",135.090369958389
40.772085720527,"4. College Grad","1. Industrial",95.6172162853325
54.0986069705595,"5. Advanced Degree","2. Information",35.0640227110884
43.1464351794979,"4. College Grad","2. Information",158.945845665176
67.3427425127582,"1. < HS Grad","1. Industrial",62.1516838185357
28.7693852935461,"4. College Grad","1. Industrial",68.8947249243556
34.3833775860936,"1. < HS Grad","1. Industrial",126.214230044994
35.628388938104,"5. Advanced Degree","2. Information",155.355041123277
43.6664902589512,"3. Some College","2. Information",108.099177721673
36.1028648455036,"2. HS Grad","1. Industrial",111.530659123221
57.0015758973675,"2. HS Grad","2. Information",132.694087097626
42.3497583928371,"3. Some College","2. Information",106.427228907464
42.7310034481454,"1. < HS Grad","1. Industrial",115.052760281242
45.0708702026565,"2. HS Grad","1. Industrial",62.4508134906658
34.0111811490914,"2. HS Grad","2. Information",69.5927018169344
21.6647450227148,"1. < HS Grad","1. Industrial",125.342810109144
63.4114317409235,"2. HS Grad","2. Information",58.5318330571015
61.9455733133877,"4. College Grad","1. Industrial",71.8036914614789
36.2391686459509,"5. Advanced Degree","2. Information",168.743941271287
52.398329403468,"2. HS Grad","2. Information",115.520874466096
56.2786803004051,"4. College Grad","2. Information",61.8123145026193
50.4161980680627,"5. Advanced Degree","1. Industrial",186.060737146029
56.2061026473457,"5. Advanced Degree","1. Industrial",85.170487629606
41.4813333630638,"5. Advanced Degree","2. Information",166.564696640951
33.4411772639403,"5. Advanced Degree","2. Information",40.4662580916018
46.4656206026684,"2. HS Grad","1. Industrial",179.769548257787
52.3771980016834,"2. HS Grad","2. Information",123.352217371944
55.0327537888757,"2. HS Grad","2. Information",103.901667214084
23.4103758306641,"3. Some College","2. Information",102.08900743439
31.5936380157109,"3. Some College","1. Industrial",223.777977711445
64.8879871464541,"2. HS Grad","1. Industrial",98.3823176903504
30.7990873144758,"2. HS Grad","1. Industrial",175.808724474575
60.9314276835751,"2. HS Grad","2. Information",108.199711371435
34.025244988749,"2. HS Grad","2. Information",78.2994297265966
50.558661944755,"1. < HS Grad","2. Information",70.7329441527623
33.6011527226313,"3. Some College","1. Industrial",176.512125448079
56.4327152902625,"4. College Grad","1. Industrial",79.7568851541641
63.6155054881049,"2. HS Grad","1. Industrial",32.7497108107608
56.5693562000369,"2. HS Grad","2. Information",68.8036494417995
35.5137784186257,"3. Some College","1. Industrial",114.643003765599
25.7060665075035,"3. Some College","2. Information",86.17672522327
58.6935451172568,"3. Some College","1. Industrial",104.129368623272
52.5743557901756,"2. HS Grad","2. Information",37.7832925046062
25.4744371714252,"2. HS Grad","1. Industrial",164.268782040747
71.7225661972188,"4. College Grad","1. Industrial",94.9154064558396
53.678205999922,"2. HS Grad","2. Information",162.297133334081
36.4328472309153,"4. College Grad","2. Information",165.45084709072
18.7741370156969,"3. Some College","1. Industrial",55.1383019563598
24.0636052077423,"4. College Grad","2. Information",43.7063005531141
39.2020093767695,"4. College Grad","2. Information",180.126173575699
38.1546038315938,"1. < HS Grad","1. Industrial",122.815009592168
35.2308212488511,"2. HS Grad","1. Industrial",100.954823337692
46.8725362963413,"2. HS Grad","1. Industrial",158.165321270091
25.8805111259704,"4. College Grad","1. Industrial",182.427536085696
40.5830676757725,"3. Some College","1. Industrial",57.7328682542557
21.8808359747676,"1. < HS Grad","1. Industrial",86.1305971091276
25.0452031266745,"4. College Grad","1. Industrial",41.2873793787987
45.0864353157984,"2. HS Grad","1. Industrial",104.425367942688
25.5510601325002,"4. College Grad","1. Industrial",61.7083867701971
33.6728342633582,"4. College Grad","2. Information",111.152357713457
47.610040771977,"5. Advanced Degree","2. Information",111.527448958659
35.7579582043426,"3. Some College","2. Information",122.64527140344
32.0718552821354,"3. Some College","1. Industrial",139.316360801859
41.8672901829973,"3. Some College","2. Information",120.353310406804
21.9343666907953,"2. HS Grad","2. Information",73.7498461453055
22.9684137443926,"5. Advanced Degree","2. Information",168.561811126344
44.0435548090407,"2. HS Grad","1. Industrial",77.7394090296372
27.7030788135356,"2. HS Grad","2. Information",134.412275796308
40.2619298892366,"4. College Grad","1. Industrial",50.7364516890866
56.6862762203711,"3. Some College","2. Information",207.117677219967
34.7911980343309,"5. Advanced Degree","2. Information",29.7392326810995
27.6446800136587,"4. College Grad","2. Information",89.0194017300291
30.5764934173797,"5. Advanced Degree","2. Information",168.690552391761
42.5679753660009,"3. Some College","2. Information",59.9597028156652
66.8206709691665,"5. Advanced Degree","1. Industrial",148.027408161053
39.5292986606046,"2. HS Grad","2. Information",79.2184268193549
43.9578729358725,"4. College Grad","1. Industrial",134.694257864393
41.030172649101,"5. Advanced Degree","2. Information",68.3443610979307
43.4490702888353,"4. College Grad","2. Information",56.0332326363786
60.4096726153791,"4. College Grad","2. Information",212.95274800507
61.4530690994865,"2. HS Grad","1. Industrial",115.10063601126
49.2656009914009,"2. HS Grad","1. Industrial",83.5403709757123
51.2299298932991,"2. HS Grad","1. Industrial",95.3148951924029
28.8293941891717,"5. Advanced Degree","1. Industrial",122.423752992753
33.7230684968712,"5. Advanced Degree","1. Industrial",94.4549749401403
43.0848398056154,"2. HS Grad","2. Information",30.6570903932552
39.7453873319448,"4. College Grad","1. Industrial",94.3659482491253
40.4580552564081,"2. HS Grad","1. Industrial",56.2065205810521
64.6081432688227,"2. HS Grad","1. Industrial",183.982300794473
40.6858360617466,"3. Some College","2. Information",74.5603562272595
61.288302270564,"1. < HS Grad","1. Industrial",76.6232038217775
54.0476384412766,"5. Advanced Degree","1. Industrial",191.678137664886
33.9743497435923,"5. Advanced Degree","2. Information",84.2566926417512
35.2196685460083,"3. Some College","1. Industrial",91.7522859736684
38.1712000956066,"4. College Grad","1. Industrial",130.815025736162
65.1320819608413,"2. HS Grad","2. Information",200.204223117585
39.7777457485668,"1. < HS Grad","2. Information",40.8371117428334
54.9443038471364,"3. Some College","2. Information",137.501152767156
35.0560782869498,"2. HS Grad","2. Information",90.7596925529062
56.9384958880965,"3. Some College","1. Industrial",95.5955615840993
42.6768814724107,"3. Some College","1. Industrial",58.8376867499157
32.3133689781667,"2. HS Grad","1. Industrial",197.872237217783
51.1049062521786,"5. Advanced Degree","2. Information",137.449201164597
42.1546680647665,"3. Some College","1. Industrial",141.145002372861
37.6642969385092,"3. Some College","1. Industrial",141.255905457781
34.0910603076787,"2. HS Grad","1. Industrial",101.597261905621
33.8681542780233,"5. Advanced Degree","2. Information",134.971017091955
57.8243441634297,"4. College Grad","2. Information",88.3222424833051
36.1496298710876,"3. Some College","1. Industrial",37.4196706641091
32.9885015237662,"5. Advanced Degree","2. Information",104.086036627573
28.0047742668085,"5. Advanced Degree","2. Information",79.5721237927995
64.7746862694122,"1. < HS Grad","1. Industrial",84.765163380545
25.002800727149,"1. < HS Grad","1. Industrial",25.6329228580942
55.0556910800684,"2. HS Grad","1. Industrial",144.480396515685
28.645284469739,"2. HS Grad","1. Industrial",39.840720617746
43.3417255147569,"2. HS Grad","2. Information",109.944470829228
44.1448238164345,"3. Some College","1. Industrial",61.5060450229923
41.4068160952932,"4. College Grad","2. Information",95.2917871051556
36.0308360370925,"3. Some College","1. Industrial",111.06243987423
58.0071754036892,"4. College Grad","1. Industrial",137.471919399956
44.5300460401835,"4. College Grad","2. Information",197.944120111021
44.6886120435593,"2. HS Grad","1. Industrial",85.785596081184
51.2111558735237,"5. Advanced Degree","2. Information",171.534591868348
56.7868073790212,"2. HS Grad","1. Industrial",208.119014436738
30.9562306201521,"4. College Grad","1. Industrial",110.86140895126
50.2897604300186,"1. < HS Grad","1. Industrial",108.059738584077
38.0392156412942,"3. Some College","2. Information",35.2098728610471
32.6135977202309,"5. Advanced Degree","2. Information",158.098844941371
49.8166370042832,"2. HS Grad","1. Industrial",136.920335140708
30.838297244257,"5. Advanced Degree","1. Industrial",158.53224050478
63.9127668630312,"4. College Grad","2. Information",182.499619147065
37.4528320358592,"5. Advanced Degree","2. Information",165.121116224167
33.8361050061103,"1. < HS Grad","1. Industrial",111.625095456344
24.4948169708811,"4. College Grad","2. Information",126.37061189596
46.5940793582053,"5. Advanced Degree","2. Information",43.9531794606747
57.6205611085951,"2. HS Grad","1. Industrial",106.596571639377
30.9547859177987,"2. HS Grad","2. Information",185.951084322146
41.6248553562872,"2. HS Grad","2. Information",83.8979254239449
47.1986249149226,"5. Advanced Degree","2. Information",82.2022090653036
36.4365042291484,"1. < HS Grad","2. Information",31.4643262283952
48.3617929488759,"5. Advanced Degree","2. Information",162.464091663264
52.6401923533932,"2. HS Grad","1. Industrial",64.096798690555
24.7118260286475,"4. College Grad","2. Information",144.472571044281
54.7869957962738,"1. < HS Grad","1. Industrial",68.0459816494239
33.5320831202641,"3. Some College","2. Information",115.882660478975
29.4309522139871,"3. Some College","1. Industrial",82.0337051755902
20.5466535014569,"3. Some College","1. Industrial",53.9578845237514
48.0265404216142,"5. Advanced Degree","2. Information",70.2253683096808
65.3187046928183,"4. College Grad","2. Information",86.7318299195714
51.5120569707557,"2. HS Grad","1. Industrial",81.4592455105144
40.9302037791029,"3. Some College","1. Industrial",99.564780093907
45.9247844300442,"1. < HS Grad","1. Industrial",53.6296505563151
35.5969770188174,"5. Advanced Degree","2. Information",115.643563387904
47.0731848696406,"4. College Grad","1. Industrial",87.2923045924897
55.5090632212078,"1. < HS Grad","1. Industrial",128.61457695523
42.6921184824185,"2. HS Grad","2. Information",137.909979610682
51.545700486606,"1. < HS Grad","2. Information",142.46556994873
39.5255699201399,"1. < HS Grad","1. Industrial",55.5092608499867
56.3593845264375,"4. College Grad","2. Information",85.289859444058
56.3435828599554,"4. College Grad","2. Information",112.666153180009
35.5739645841132,"4. College Grad","2. Information",126.385191301629
40.8384159428115,"2. HS Grad","1. Industrial",161.55750172364
48.710856533279,"1. < HS Grad","1. Industrial",114.227022029011
44.9008270524638,"3. Some College","1. Industrial",74.0269325134746
37.3341326406761,"1. < HS Grad","1. Industrial",97.5662726406802
53.2485515353648,"1. < HS Grad","2. Information",162.124950686369
47.1311314625126,"2. HS Grad","1. Industrial",115.836366834947
38.9840533373623,"2. HS Grad","2. Information",173.135540759691
50.9936840710725,"2. HS Grad","1. Industrial",104.13281226821
44.267639844118,"3. Some College","1. Industrial",150.38746989476
32.8645594929616,"2. HS Grad","1. Industrial",50.978310737208
41.4360015521486,"4. College Grad","1. Industrial",154.631878784616
20.9531428213214,"2. HS Grad","1. Industrial",98.3603022422779
29.7598656729949,"3. Some College","1. Industrial",167.295482906028
38.278147097776,"4. College Grad","2. Information",85.49580452333
60.1594151891044,"2. HS Grad","1. Industrial",96.0990601541758
42.3673108504165,"3. Some College","2. Information",166.158346642506
55.1130807116956,"2. HS Grad","2. Information",170.116363314363
29.5232243590535,"5. Advanced Degree","1. Industrial",122.725610655114
69.8024389312333,"2. HS Grad","1. Industrial",85.9299411297422
63.3695623213656,"2. HS Grad","1. Industrial",173.560640746419
59.3252034953231,"5. Advanced Degree","1. Industrial",143.561870469691
58.7307791475405,"4. College Grad","1. Industrial",93.2529182531422
27.1573553347249,"2. HS Grad","2. Information",60.3906666928267
35.9166756296951,"4. College Grad","1. Industrial",161.544451116554
43.9842222385282,"2. HS Grad","1. Industrial",210.172542984799
28.9247816797378,"2. HS Grad","1. Industrial",34.3207118900912
37.4716040146986,"2. HS Grad","1. Industrial",109.37110822155
40.6421328168288,"2. HS Grad","1. Industrial",61.072243321612
37.9760919654162,"2. HS Grad","1. Industrial",121.843377228279
27.8879214643902,"2. HS Grad","1. Industrial",155.697665604035
42.5408501599008,"4. College Grad","2. Information",121.907699426991
42.0951205733741,"1. < HS Grad","1. Industrial",186.106407182297
35.791809957361,"3. Some College","2. Information",117.175970889805
32.7551301695735,"2. HS Grad","2. Information",86.8169955029241
29.7731580551731,"2. HS Grad","2. Information",40.7579850717607
51.9619878963704,"1. < HS Grad","1. Industrial",63.2220031658499
45.4651111877982,"2. HS Grad","1. Industrial",83.0076634146097
30.6199119187036,"4. College Grad","1. Industrial",111.612938707773
21.9815255397475,"3. Some College","2. Information",68.8374950480318
27.1914652799874,"4. College Grad","1. Industrial",203.088075482064
35.5700539529285,"2. HS Grad","2. Information",23.0630113905354
52.0757983487188,"5. Advanced Degree","1. Industrial",259.711334868378
51.4212602627756,"2. HS Grad","1. Industrial",102.542867860746
50.7546336457421,"3. Some College","2. Information",136.451754605569
23.6151245853293,"4. College Grad","1. Industrial",57.4715902036542
52.1640952864958,"3. Some College","1. Industrial",98.5559241901391
28.9013799892114,"3. Some College","2. Information",56.3459338033548
25.989375256557,"2. HS Grad","1. Industrial",157.589048985863
33.1959269782138,"5. Advanced Degree","1. Industrial",85.2508177130461
60.4132993583072,"5. Advanced Degree","2. Information",220.066598519119
51.1608801514544,"3. Some College","1. Industrial",80.6864030109113
39.4347231472188,"2. HS Grad","1. Industrial",99.4673934570162
46.1508843719041,"2. HS Grad","1. Industrial",88.1852137960716
39.2032410892245,"1. < HS Grad","1. Industrial",45.0304752870991
55.2412718960097,"1. < HS Grad","2. Information",107.621996123458
24.4496547606411,"4. College Grad","2. Information",58.7456566056674
40.3073599855407,"3. Some College","1. Industrial",79.2961633804565
51.2416713380198,"4. College Grad","1. Industrial",186.835723068073
26.5356845252928,"4. College Grad","2. Information",183.47030567887
25.8894213549092,"2. HS Grad","1. Industrial",176.028324584098
30.1060046629026,"4. College Grad","2. Information",140.617242550066
53.9875359008027,"3. Some College","2. Information",107.563458938868
18.8405233790099,"4. College Grad","1. Industrial",257.098341744016
31.3338697587152,"3. Some College","2. Information",107.858089838406
39.6758297876266,"3. Some College","1. Industrial",184.647102125732
45.7045587898034,"1. < HS Grad","2. Information",120.451157295547
67.1717525151731,"4. College Grad","2. Information",266.222668694962
67.6697455233237,"4. College Grad","2. Information",63.6491047259911
24.6564069103817,"2. HS Grad","1. Industrial",68.9860600728595
23.3299801550919,"5. Advanced Degree","1. Industrial",155.100642371104
31.9840934989059,"2. HS Grad","1. Industrial",98.9601923115024
53.3563002643646,"2. HS Grad","2. Information",124.897435424709
47.5326261613934,"1. < HS Grad","2. Information",49.0487036267334
76.6604296077044,"2. HS Grad","2. Information",30.3816532111347
43.219865379409,"4. College Grad","1. Industrial",104.867061839532
31.9219618693392,"2. HS Grad","1. Industrial",92.3079492482504
51.096196641154,"3. Some College","1. Industrial",143.743845516341
44.0577454122985,"4. College Grad","2. Information",205.037634145438
43.2632209590471,"1. < HS Grad","1. Industrial",145.895837022688
31.2755270461442,"3. Some College","1. Industrial",153.827310805821
62.96323803719,"5. Advanced Degree","2. Information",152.142062899487
39.3690829447987,"1. < HS Grad","2. Information",91.5346158372749
42.9999981670324,"4. College Grad","2. Information",65.9318393244181
35.2269476223362,"4. College Grad","2. Information",117.832925964544
41.0236017973227,"2. HS Grad","1. Industrial",109.935835979851
57.5641548271212,"5. Advanced Degree","2. Information",114.034553382843
35.1921306649702,"3. Some College","1. Industrial",135.618850008208
68.4123698068524,"2. HS Grad","1. Industrial",44.4297587652958
24.5073804021955,"3. Some College","1. Industrial",62.2610349500932
28.4014590082016,"2. HS Grad","2. Information",183.535208831956
22.5287615822497,"2. HS Grad","1. Industrial",130.105098207033
52.8503272284595,"4. College Grad","2. Information",102.206689960998
25.4894790694318,"3. Some College","2. Information",71.2696704826421
44.4047718022118,"3. Some College","1. Industrial",85.936350065518
66.3951878407917,"5. Advanced Degree","2. Information",52.4711058835879
36.8948122593102,"3. Some College","2. Information",130.427351060215
55.8393267560946,"4. College Grad","2. Information",38.3210836620812
47.7552343753138,"4. College Grad","2. Information",173.228638942107
33.7163340737274,"3. Some College","2. Information",95.0665474756316
53.7459423010573,"2. HS Grad","2. Information",129.611523741797
34.2085768943412,"3. Some College","1. Industrial",121.41697068999
39.3620345700776,"3. Some College","1. Industrial",165.636322563693
62.9313771366067,"2. HS Grad","2. Information",75.4419365123047
53.2160879379517,"2. HS Grad","2. Information",123.6767770577
28.5207465263898,"4. College Grad","2. Information",168.684421216835
46.9631797289306,"5. Advanced Degree","2. Information",194.912886420791
55.3553752277332,"3. Some College","1. Industrial",115.1008914936
30.6816732756056,"4. College Grad","2. Information",58.7493422663741
58.2628307416686,"2. HS Grad","1. Industrial",124.325718210725
60.3266049658352,"3. Some College","2. Information",165.149836076577
58.0687671374343,"2. HS Grad","2. Information",177.970237597805
32.2479609007496,"4. College Grad","2. Information",205.009695874617
30.6350901565272,"3. Some College","2. Information",53.8991749358335
29.175483991574,"1. < HS Grad","1. Industrial",65.6959705788379
54.3549592822894,"1. < HS Grad","2. Information",173.02371196519
21.5975755344869,"3. Some College","1. Industrial",156.787405183275
65.6305797910012,"1. < HS Grad","1. Industrial",128.258102342023
37.6193108973965,"5. Advanced Degree","2. Information",84.7210073484111
68.7151000346932,"5. Advanced Degree","2. Information",137.983241171132
38.4779479187797,"2. HS Grad","1. Industrial",36.2646807807447
23.6869253803726,"3. Some College","1. Industrial",97.1884435515517
55.8048852139474,"2. HS Grad","1. Industrial",118.011335959165
21.3624975885279,"2. HS Grad","1. Industrial",48.1896993697498
29.4002196506417,"2. HS Grad","1. Industrial",36.8581105745943
32.0997961932953,"3. Some College","2. Information",201.622963589685
57.1152506473007,"5. Advanced Degree","1. Industrial",129.38891098062
46.6056550361715,"5. Advanced Degree","1. Industrial",83.5980768098779
45.8926129737124,"4. College Grad","2. Information",106.531299575587
52.5918892707609,"2. HS Grad","1. Industrial",185.780748809508
42.3394567666428,"2. HS Grad","2. Information",214.65956160873
33.4079331393852,"3. Some College","2. Information",41.7733157168432
35.7436598209858,"4. College Grad","1. Industrial",95.1963105307234
28.7612161266006,"2. HS Grad","1. Industrial",111.41552756521
26.8192970177853,"5. Advanced Degree","2. Information",140.671868718714
31.3139705101142,"4. College Grad","2. Information",33.7799197476288
38.0861864883958,"4. College Grad","2. Information",141.907849000958
43.552437359945,"3. Some College","1. Industrial",46.4175093637429
45.7894820484887,"2. HS Grad","1. Industrial",70.1516736653093
57.5548842477904,"4. College Grad","1. Industrial",84.0136538173084
29.9384534729582,"2. HS Grad","1. Industrial",71.651074668718
50.9892154482285,"2. HS Grad","2. Information",93.6621367924708
38.9456179191581,"2. HS Grad","1. Industrial",142.461037447851
61.606356533293,"5. Advanced Degree","2. Information",89.3639371799799
42.3659660185366,"4. College Grad","2. Information",154.932191006236
44.2545631195682,"2. HS Grad","1. Industrial",83.7192007754878
45.9560346907467,"3. Some College","1. Industrial",58.6066812820976
50.9241987469093,"2. HS Grad","2. Information",195.469780929749
48.7971904334627,"2. HS Grad","1. Industrial",107.289405996331
27.7313092887249,"4. College Grad","1. Industrial",138.48050278449
64.2190726217689,"5. Advanced Degree","1. Industrial",95.4053925969595
35.7072059167412,"2. HS Grad","1. Industrial",49.174344475875
66.2725877067539,"3. Some College","2. Information",118.677820318008
43.5049319222697,"2. HS Grad","1. Industrial",58.9281859893654
29.5464037420725,"2. HS Grad","2. Information",144.118103960475
28.0163443958028,"4. College Grad","1. Industrial",89.0672500715679
33.8764994859938,"2. HS Grad","1. Industrial",120.064055005676
21.8839109514504,"2. HS Grad","2. Information",141.14392583905
29.7230673938586,"4. College Grad","2. Information",69.9100325611693
32.0535961492601,"2. HS Grad","1. Industrial",108.624309239566
27.041586553441,"2. HS Grad","1. Industrial",126.062690903589
53.351196805987,"2. HS Grad","1. Industrial",48.4751954265954
72.3544324126739,"3. Some College","2. Information",39.4121331588657
40.4424524357968,"2. HS Grad","2. Information",41.3208258440062
28.1398168742298,"2. HS Grad","2. Information",130.813077776724
59.6512003464951,"4. College Grad","2. Information",108.326416915359
26.2046905507146,"2. HS Grad","2. Information",40.3673516962271
32.2588894278966,"2. HS Grad","2. Information",49.7053310316657
47.7515784748822,"2. HS Grad","1. Industrial",187.419765562169
28.1009090867312,"2. HS Grad","1. Industrial",181.426584465581
33.2841477912011,"2. HS Grad","2. Information",53.3130227623573
22.1577176798671,"3. Some College","1. Industrial",35.0539611524368
31.2418596245281,"4. College Grad","2. Information",81.7558745765718
38.7015862432462,"4. College Grad","2. Information",83.8060167152241
34.765342682191,"5. Advanced Degree","2. Information",123.206493068458
38.2123687041978,"1. < HS Grad","1. Industrial",118.128443633495
68.1147541101343,"1. < HS Grad","1. Industrial",160.502317090141
63.8041889042455,"5. Advanced Degree","2. Information",145.690648275395
44.5494044566392,"2. HS Grad","1. Industrial",72.0030766738109
32.9511895243316,"4. College Grad","1. Industrial",142.797091179738
